Geo Point;Name;Name (en);Name (fr);IATA code;ICAO code;Wikipedia id;Wikidata id;Website;Phone;Operator;Description;Edit in OSM;Source;other_tags;Country;Country code
37.0175057, -7.9705828;Aeroporto Gago Coutinho;Faro Airport;Aéroport de Faro;FAO;LPFR;pt:Aeroporto Internacional de Faro;Q667001;;;VINCI;;https://www.openstreetmap.org/edit?node=183076614;;"{""addr:city"": ""Faro"", ""addr:postcode"": ""8001-701"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Aeroporto Internacional de Faro"", ""contact:website"": ""https://www.aeroportofaro.pt/pt/fao/home"", ""level"": ""3"", ""name:de"": ""Flughafen Faro"", ""name:es"": ""Aeropuerto de Faro"", ""name:it"": ""Aeroporto di Faro"", ""name:nl"": ""Faro Airport"", ""name:pl"": ""Port Lotniczy Faro"", ""name:pt"": ""Aeroporto Internacional de Faro"", ""name:sv"": ""Faros Flygplats"", ""ref"": ""FAO"", ""wheelchair"": ""yes""}";Portugal;PT
42.5061296, 78.4067999;Каракол эл аралык аэропорту;Karakol International Airport;;;UCFP;en:Karakol International Airport;;;;;;https://www.openstreetmap.org/edit?node=185765257;ourairports.com;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""1704"", ""name:ja"": ""\u30ab\u30e9\u30b3\u30eb"", ""name:ky"": ""\u041a\u0430\u0440\u0430-\u041a\u043e\u043b \u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442\u0443"", ""name:ru"": ""\u041a\u0430\u0440\u0430\u043a\u043e\u043b \u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442""}";Kyrgyzstan;KG
-23.8081596, 133.9036444;Alice Springs Airport;Alice Springs Airport;;ASP;YBAS;en:Alice Springs Airport;Q17606;;;Alice Springs Airport Pty Ltd;;https://www.openstreetmap.org/edit?node=186248237;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""contact:website"": ""http://www.alicespringsairport.com.au/"", ""ele"": ""545.3"", ""ifr"": ""yes"", ""passengers"": ""600000"", ""source:passengers"": ""wikipedia"", ""vfr"": ""yes""}";Australia;AU
36.8573191, 117.2112613;济南遥墙国际机场;Jinan Yaoqiang International Airport(TNA);;TNA;ZSJN;;Q1378003;;;;;https://www.openstreetmap.org/edit?node=189250598;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""name:ja"": ""\u6e08\u5357\u9065\u5899\u56fd\u969b\u7a7a\u6e2f"", ""name:zh"": ""\u6d4e\u5357\u9065\u5899\u56fd\u9645\u673a\u573a""}";China;CN
38.1717018, -85.7385057;Louisville Muhammad Ali International Airport;Louisville Muhammad Ali International Airport;;SDF;KSDF;en:Louisville International Airport;Q1199087;https://www.flylouisville.com/;;Louisville Regional Airport Authority (LRAA);;https://www.openstreetmap.org/edit?node=189482707;wikipedia;"{""addr:city"": ""Louisville"", ""addr:housenumber"": ""600"", ""addr:postcode"": ""40209"", ""addr:state"": ""KY"", ""addr:street"": ""Terminal Drive"", ""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""150"", ""gnis:county_name"": ""Jefferson"", ""gnis:created"": ""09/01/1994"", ""gnis:feature_id"": ""517422"", ""gnis:feature_type"": ""Airport"", ""name:etymology"": ""Louisville;Muhammad Ali"", ""name:etymology:wikidata"": ""Q43668;Q36107"", ""old_name"": ""Standiford Field"", ""operator:type"": ""public"", ""operator:wikidata"": ""Q123309907"", ""ref"": ""SDF""}";United States of America;US
-17.8183264, 25.8169788;Harry Mwanga Nkumbula International Airport;;;LVI;FLHN;en:Harry Mwanga Nkumbula International Airport;Q1431890;;;;;https://www.openstreetmap.org/edit?node=192039345;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Livingstone"", ""ele"": ""991"", ""ref"": ""Harry Mwanga Nkumbula Airport""}";Zambia;ZM
12.1359304, 15.0347438;Aéroport international de N'Djaména مطار انجمينا الدولي;N'Djamena International Airport;Aéroport international de N'Djaména;NDJ;FTTJ;en:N'Djamena International Airport;Q979272;;;;;https://www.openstreetmap.org/edit?node=197730793;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""\u0645\u0637\u0627\u0631 \u062d\u0633\u0646 \u062c\u0627\u0645\u0648\u0633 \u0627\u0644\u062f\u0648\u0644\u064a"", ""alt_name:en"": ""Hassan Djamous international Airport"", ""closest_town"": ""N'Djamena"", ""ele"": ""295"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0627\u0646\u062c\u0645\u064a\u0646\u0627 \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:da"": ""N'Djamena internationale lufthavn"", ""name:de"": ""Flughafen N\u2019Djamena"", ""name:es"": ""Aeropuerto Internacional de Yamena"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0628\u06cc\u0646\u200c\u0627\u0644\u0645\u0644\u0644\u06cc \u0627\u0646\u062c\u0627\u0645\u0646\u0627"", ""name:fi"": ""N\u2019Djamenan kansainv\u00e4linen lentoasema"", ""name:ha"": ""Filin jirgin saman Ndjamena"", ""name:he"": ""\u05e0\u05de\u05dc \u05d4\u05ea\u05e2\u05d5\u05e4\u05d4 \u05d4\u05d1\u05d9\u05e0\u05dc\u05d0\u05d5\u05de\u05d9 \u05e0\u05d2'\u05de\u05e0\u05d4"", ""name:hr"": ""Zra\u010dna luka N'Djamena"", ""name:id"": ""Bandar Udara Internasional N'Djamena"", ""name:it"": ""Aeroporto di N'Djamena-Hassan Djamous"", ""name:ja"": ""\u30f3\u30b8\u30e3\u30e1\u30ca\u56fd\u969b\u7a7a\u6e2f"", ""name:ms"": ""Lapangan Terbang Hassan Djamous"", ""name:nb"": ""N'Djamena internasjonale lufthavn"", ""name:pl"": ""Port lotniczy Nd\u017camena"", ""name:pt"": ""Aeroporto Internacional de N'Djamena"", ""name:tg"": ""\u0424\u0443\u0440\u0443\u0434\u0433\u043e\u04b3\u0438 \u0431\u0430\u0439\u043d\u0430\u043b\u043c\u0438\u043b\u043b\u0430\u043b\u0438\u0438 \u041d\u04b7\u0430\u043c\u0435\u043d\u0430"", ""name:tr"": ""N'Djamena Uluslararas\u0131 Havaliman\u0131"", ""name:vi"": ""S\u00e2n bay qu\u1ed1c t\u1ebf N'Djamena"", ""name:zh"": ""\u6069\u8d3e\u6885\u7eb3\u56fd\u9645\u673a\u573a""}";Chad;TD
32.0029934, 34.8787236;נמל התעופה הבינלאומי בן-גוריון;Ben Gurion International Airport;Aéroport international David-Ben-Gourion;TLV;LLBG;;Q181479;https://www.iaa.gov.il/he-IL/airports/BenGurion/Pages/default.aspx;;רשות שדות התעופה;;https://www.openstreetmap.org/edit?node=198356187;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""41"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0628\u0646 \u063a\u0648\u0631\u064a\u0648\u0646 \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:de"": ""Flughafen Ben Gurion"", ""name:el"": ""\u0394\u03b9\u03b5\u03b8\u03bd\u03ad\u03c2 \u0391\u03b5\u03c1\u03bf\u03b4\u03c1\u03cc\u03bc\u03b9\u03bf \u039c\u03c0\u03b5\u03bd \u0393\u03ba\u03bf\u03c5\u03c1\u03b9\u03cc\u03bd"", ""name:es"": ""Aeropuerto Internacional Ben Guri\u00f3n"", ""name:fi"": ""Ben Gurionin lentokentt\u00e4"", ""name:he"": ""\u05e0\u05de\u05dc \u05d4\u05ea\u05e2\u05d5\u05e4\u05d4 \u05d4\u05d1\u05d9\u05e0\u05dc\u05d0\u05d5\u05de\u05d9 \u05d1\u05df-\u05d2\u05d5\u05e8\u05d9\u05d5\u05df"", ""name:hi"": ""\u092c\u0947\u0928 \u0917\u0941\u0930\u093f\u092f\u0928 \u0905\u0902\u0924\u0930\u094d\u0930\u093e\u0937\u094d\u091f\u094d\u0930\u0940\u092f \u0939\u0935\u093e\u0908 \u0905\u0921\u094d\u0921\u093e"", ""name:hu"": ""Ben Gurion Nemzetk\u00f6zi Rep\u00fcl\u0151t\u00e9r"", ""name:ml"": ""\u0d2c\u0d46\u0d7b \u0d17\u0d41\u0d30\u0d3f\u0d2f\u0d4b\u0d7a \u0d05\u0d28\u0d4d\u0d24\u0d3e\u0d30\u0d3e\u0d37\u0d4d\u0d1f\u0d4d\u0d30 \u0d35\u0d3f\u0d2e\u0d3e\u0d28\u0d24\u0d4d\u0d24\u0d3e\u0d35\u0d33\u0d02"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0438\u043c\u0435\u043d\u0438 \u0411\u0435\u043d-\u0413\u0443\u0440\u0438\u043e\u043d\u0430"", ""name:sr"": ""\u0410\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u0411\u0435\u043d \u0413\u0443\u0440\u0438\u043e\u043d \u0422\u0435\u043b \u0410\u0432\u0438\u0432"", ""name:uk"": ""\u041c\u0456\u0436\u043d\u0430\u0440\u043e\u0434\u043d\u0438\u0439 \u0430\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u0456\u043c\u0435\u043d\u0456 \u0414\u0430\u0432\u0438\u0434\u0430 \u0411\u0435\u043d-\u0413\u0443\u0440\u0456\u043e\u043d\u0430"", ""name:zh-Hans"": ""\u672c-\u53e4\u91cc\u5b89\u56fd\u9645\u673a\u573a"", ""name:zh-Hant"": ""\u672c-\u53e4\u91cc\u5b89\u570b\u969b\u6a5f\u5834"", ""operator:ar"": ""\u0633\u0644\u0637\u0629 \u0627\u0644\u0645\u0637\u0627\u0631\u0627\u062a \u0641\u064a \u0625\u0633\u0631\u0627\u0626\u064a\u0644"", ""operator:es"": ""Autoridad Aeroportuaria de Israel"", ""ref"": ""TLV"", ""short_name:he"": ""\u05e0\u05ea\u05d1\""\u05d2""}";Israel;IL
28.0553983, 9.6449973;Aéroport d'In Aménas Zerzaitine;In-Amenas Zarzaitine Airport;Aéroport d'In Aménas Zerzaitine;IAM;DAUZ;ar:مطار عين أمناس;Q2876003;;;مؤسسة تسيير مصالح مطارات الجزائر;;https://www.openstreetmap.org/edit?node=201901566;IATA,wikipedia,ouraiports.com,Bing;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0625\u0646 \u0623\u0645\u0646\u0627\u0633 \u0632\u0631\u0632\u0627\u064a\u062a\u064a\u0646"", ""name:de"": ""Flughafen Ain Aminas"", ""name:el"": ""\u0391\u03b5\u03c1\u03bf\u03b4\u03c1\u03cc\u03bc\u03b9\u03bf \u03c4\u03bf\u03c5 \u0399\u03bd \u0391\u03bc\u03ad\u03bd\u03b1\u03c2"", ""name:es"": ""Aeropuerto de In Am\u00e9nas"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0627\u0646 \u0627\u0645\u06cc\u0646\u0627\u0633"", ""name:it"": ""Aeroporto di Zarzaitine-In Am\u00e9nas"", ""name:pl"": ""Port lotniczy Ajn Amnas"", ""name:pt"": ""Aeroporto de In Amenas""}";Algeria;DZ
31.6749755, 6.1421856;مطار حاسي مسعود كريم بلقاسم;Hassi Messaoud Krim Belkacem Airport;Aéroport de Hassi Messaoud Krim Belkacem Oued Irara;HME;DAUH;fr:Aéroport d'Hassi Messaoud - Oued Irara - Krim Belkacem;Q25060;;;Etablissement de Gestion de Services Aéroportuaires;;https://www.openstreetmap.org/edit?node=204647487;IATA,wikipedia,ouraiports.com,Bing;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""\u0645\u0637\u0627\u0631 \u0648\u0627\u062f \u0625\u0631\u0627\u0631\u0629 - \u0643\u0631\u064a\u0645 \u0628\u0644\u0642\u0627\u0633\u0645"", ""alt_name:en"": ""Oued Irara - Krim Belkacem Airport"", ""ele"": ""140"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u062d\u0627\u0633\u064a \u0645\u0633\u0639\u0648\u062f \u0643\u0631\u064a\u0645 \u0628\u0644\u0642\u0627\u0633\u0645"", ""name:el"": ""\u0391\u03b5\u03c1\u03bf\u03b4\u03c1\u03cc\u03bc\u03b9\u03bf \u03c4\u03bf\u03c5 \u03a7\u03ac\u03c3\u03c3\u03b9 \u039c\u03b5\u03c3\u03c3\u03b1\u03bf\u03cd\u03bd\u03c4 \u00ab\u039a\u03c1\u03b9\u03bc \u039c\u03c0\u03b5\u03bb\u03ba\u03b1\u03c3\u03ad\u03bc\u00bb"", ""note"": ""refer to additional source for hours of operations and other reference information."", ""opening_hours"": ""24/7"", ""source_1"": ""http://www.sia-enna.dz/PDF/AIP/AD/AD2/DAUH/AD.pdf"", ""source_2"": ""http://www.sia-enna.dz/PDF/AIP/AD/AD2/DAUH/DAUH.pdf"", ""type"": ""civil""}";Algeria;DZ
-11.0373537, -68.7821698;Aeropuerto Internacional Capitán Aníbal Arab Fadul;Aníbal Arab Fadul International Airport;;CIJ;SLCO;es:Aeropuerto Capitán Aníbal Arab;Q2875717;;;AASANA;;https://www.openstreetmap.org/edit?node=205500175;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public/military"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Capit\u00e1n An\u00edbal Arab Airport"", ""official_name"": ""Aeropuerto Capit\u00e1n An\u00edbal Arab"", ""old_name"": ""Aeropuerto Heroes del Acre""}";Bolivia;BO
39.7161642, -86.2970069;Indianapolis International Airport;;;IND;KIND;en:Indianapolis International Airport;Q1156865;https://www.indianapolisairport.com/;+1-317-487-7243;Indianapolis Airport Authority;;https://www.openstreetmap.org/edit?node=209049565;;"{""addr:city"": ""Indianapolis"", ""addr:housenumber"": ""7800"", ""addr:postcode"": ""46241"", ""addr:state"": ""IN"", ""addr:street"": ""Colonel H. Weir Cook Memorial Dr"", ""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""ref"": ""KIND""}";United States of America;US
35.8800028, -78.787623;Raleigh-Durham International Airport;Raleigh-Durham International Airport;;RDU;KRDU;en:Raleigh–Durham International Airport;Q1192962;https://www.rdu.com/;;Raleigh-Durham Airport Authority;;https://www.openstreetmap.org/edit?node=209063360;wikipedia;"{""addr:state"": ""NC"", ""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""RDU Airport"", ""ele"": ""131"", ""gnis:county_name"": ""Wake"", ""gnis:created"": ""01/01/2000"", ""gnis:feature_id"": ""997990"", ""gnis:feature_type"": ""Airport"", ""operator:type"": ""public"", ""type"": ""public""}";United States of America;US
35.2110578, -80.9463433;Charlotte-Douglas International Airport;;;CLT;KCLT;en:Charlotte Douglas International Airport;Q597649;https://www.cltairport.com/;;City of Charlotte;;https://www.openstreetmap.org/edit?node=209679121;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""contact:facebook"": ""https://www.facebook.com/cltairport/"", ""contact:instagram"": ""https://www.instagram.com/cltairport/"", ""contact:twitter"": ""https://twitter.com/CLTAirport"", ""contact:youtube"": ""https://youtube.com/channel/UCPFFv4y9jgqnLRMgZMGqSFQ"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""operator:type"": ""public"", ""rank_aci:2016"": ""31"", ""website:en"": ""https://www.cltairport.com/"", ""website:es"": ""https://www.cltairport.com/es/""}";United States of America;US
26.0723139, -80.1497953;Fort Lauderdale-Hollywood International Airport;;;FLL;KFLL;en:Fort Lauderdale–Hollywood International Airport;Q635361;;;;;https://www.openstreetmap.org/edit?node=209681674;Gagravarr_Airports;"{""addr:city"": ""Fort Lauderdale"", ""addr:housenumber"": ""100"", ""addr:postcode"": ""33315"", ""addr:state"": ""FL"", ""addr:street"": ""Terminal Drive"", ""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""2"", ""gnis:county_name"": ""Broward"", ""gnis:created"": ""08/01/1994"", ""gnis:feature_id"": ""309401"", ""gnis:feature_type"": ""Airport"", ""is_in"": ""Fort Lauderdale,Florida,USA"", ""type"": ""civil""}";United States of America;US
42.5614853, 18.2659334;Zračna luka Ruđer Bošković;Dubrovnik Ruđer Bošković Airport;;DBV;LDDU;hr:Zračna luka „Ruđer Bošković”;Q1147000;;;;;https://www.openstreetmap.org/edit?node=209996074;;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""old_name"": ""Zra\u010dna luka Dubrovnik"", ""ref"": ""DBV""}";Croatia;HR
-33.9500156, 151.1785197;Sydney (Kingsford Smith) Airport;Sydney (Kingsford Smith) Airport;;SYD;YSSY;en:Sydney Airport;Q17581;https://www.sydneyairport.com.au/;;Sydney Airport Corporation Limited;;https://www.openstreetmap.org/edit?node=211818374;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Kingsford Smith International Airport"", ""alt_name:ko"": ""\uc2dc\ub4dc\ub2c8 \ud0b9\uc2a4\ud3ec\ub4dc \uc2a4\ubbf8\uc2a4 \uad6d\uc81c\uacf5\ud56d"", ""city_served"": ""Sydney"", ""contact:phone"": ""+61 2 9667 6111"", ""ele"": ""6"", ""loc_name"": ""Mascot Airport"", ""loc_name:ar"": ""\u0645\u0637\u0627\u0631 \u0645\u0633\u0643\u0648\u062a"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0633\u064a\u062f\u0646\u064a"", ""name:de"": ""Internationaler Flughafen Kingsford Smith"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0633\u06cc\u062f\u0646\u06cc"", ""name:ko"": ""\uc2dc\ub4dc\ub2c8 \uad6d\uc81c\uacf5\ud56d"", ""name:ur"": ""\u0633\u0688\u0646\u06cc \u0627\u06cc\u0626\u0631\u067e\u0648\u0631\u0679"", ""name:zh"": ""\u6089\u5c3c\u91d1\u65af\u798f\u5fb7\u00b7\u53f2\u5bc6\u65af\u56fd\u9645\u673a\u573a"", ""operator:wikidata"": ""Q4121167"", ""passengers"": ""43300000"", ""source:ref:passengers"": ""https://www.sydneyairport.com.au/corporate/about/reports-and-publications/fact-sheets"", ""start_date"": ""1919""}";Australia;AU
-16.5180888, 28.8842503;Kariba International Airport;Kariba International Airport;;KAB;FVKB;;;;;;;https://www.openstreetmap.org/edit?node=215530831;ourairports.com;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome""}";Zimbabwe;ZW
-12.4118212, 130.8830087;Darwin International Airport;;;DRW;YPDN;en:Darwin International Airport;Q17609;https://www.darwinairport.com.au/;;Darwin International Airport / RAAF Darwin;;https://www.openstreetmap.org/edit?node=216110357;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Darwin, Northern Territory"", ""ele"": ""31"", ""name:de"": ""Internationaler Flughafen Darwin"", ""name:zh"": ""\u8fbe\u5c14\u6587\u56fd\u9645\u673a\u573a"", ""name:zh-Hant"": ""\u9054\u723e\u6587\u570b\u969b\u6a5f\u5834"", ""passengers"": ""1700000"", ""source:passengers"": ""wikipedia""}";Australia;AU
16.0428882, 108.1984008;Sân bay quốc tế Đà Nẵng;Da Nang International Airport;Aéroport International de Da Nang;DAD;VVDN;vi:Cảng hàng không quốc tế Đà Nẵng;Q773330;;;Airports Corporation of Vietnam;;https://www.openstreetmap.org/edit?node=217476265;;"{""addr:city"": ""Da Nang"", ""addr:country"": ""VN"", ""addr:district"": ""Hai Chau"", ""addr:street"": ""Hoa Thuan Tay Ward"", ""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""contact:fax"": ""+84 511 3823393"", ""contact:phone"": ""+84 511 3823397"", ""contact:website"": ""https://danangairport.vn"", ""international_flights"": ""yes"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u062f\u0627 \u0646\u0627\u0646\u063a \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:de"": ""Flughafen Da Nang"", ""name:es"": ""Aeropuerto Internacional de \u0110\u00e0 N\u1eb5ng"", ""name:ko"": ""\ub2e4\ub0ad \uad6d\uc81c\uacf5\ud56d"", ""name:ru"": ""\u0414\u0430\u043d\u0430\u043d\u0433 (\u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442)"", ""name:vi"": ""S\u00e2n bay qu\u1ed1c t\u1ebf \u0110\u00e0 N\u1eb5ng"", ""name:zh"": ""\u5c98\u6e2f\u56fd\u9645\u673a\u573a"", ""name:zh-Hant"": ""\u5cf4\u6e2f\u570b\u969b\u6a5f\u5834"", ""official_name"": ""C\u1ea3ng h\u00e0ng kh\u00f4ng qu\u1ed1c t\u1ebf \u0110\u00e0 N\u1eb5ng""}";Vietnam;VN
36.0861332, -115.1457407;Harry Reid International Airport;Harry Reid International Airport;Aéroport international Harry-Reid de Las Vegas;LAS;KLAS;en:Harry Reid International Airport;Q853886;https://www.mccarran.com;;Clark County Department of Aviation;;https://www.openstreetmap.org/edit?node=218427190;Gagravarr_Airports;"{""addr:city"": ""Las Vegas"", ""addr:housenumber"": ""5757"", ""addr:postcode"": ""89119"", ""addr:state"": ""NV"", ""addr:street"": ""Wayne Newton Boulevard"", ""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Las Vegas Airport;Las Vegas International Airport"", ""contact:facebook"": ""https://www.facebook.com/LASAirport"", ""contact:instagram"": ""https://www.instagram.com/LASAirport/"", ""contact:twitter"": ""https://twitter.com/LASAirport"", ""contact:youtube"": ""https://youtube.com/channel/UCeDv2WalIGKaLpVXpYvVJ1A"", ""ele"": ""665"", ""faa"": ""LAS"", ""gnis:county_name"": ""Clark"", ""gnis:created"": ""09/01/1989"", ""gnis:feature_id"": ""864077"", ""gnis:feature_type"": ""Airport"", ""name:cs"": ""Harry Reid International Airport"", ""name:es"": ""Aeropuerto Internacional Harry Reid"", ""name:etymology"": ""Harry Reid"", ""name:etymology:wikidata"": ""Q314459"", ""name:etymology:wikipedia"": ""en:Harry Reid"", ""name:id"": ""Bandar Udara Internasional Harry Reid"", ""name:ja"": ""\u30cf\u30ea\u30fc\u30fb\u30ea\u30fc\u30c9\u56fd\u969b\u7a7a\u6e2f"", ""name:min"": ""Palabuahan udaro Internasional Harry Reid"", ""name:nl"": ""Harry Reid International Airport"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0438\u043c\u0435\u043d\u0438 \u0413\u0430\u0440\u0440\u0438 \u0420\u0438\u0434\u0430"", ""name:uk"": ""\u041b\u0430\u0441-\u0412\u0435\u0433\u0430\u0441-\u0413\u0430\u0440\u0440\u0456 \u0420\u0456\u0434"", ""old_name"": ""McCarran International Airport"", ""old_name:de"": ""Flughafen McCarran International"", ""old_name:en"": ""McCarran International Airport"", ""old_name:zh"": ""\u9ea5\u5361\u502b\u570b\u969b\u6a5f\u5834"", ""old_name:zh-Hant"": ""\u9ea5\u5361\u502b\u570b\u969b\u6a5f\u5834"", ""rank_aci:2016"": ""26"", ""source_ref"": ""geonames.usgs.gov"", ""type"": ""civil"", ""wheelchair"": ""yes""}";United States of America;US
7.3668547, 134.5434645;Roman Tmetuchl International Airport;;;ROR;PTRO;es:Aeropuerto Internacional Roman Tmetuchl;Q1147092;;;Republic of Palau;;https://www.openstreetmap.org/edit?node=219489475;ourairports.com;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Babelthuap Airport"", ""ele"": ""54"", ""faa"": ""ROR"", ""gnis:county_name"": ""Airai"", ""gnis:created"": ""01/01/2000"", ""gnis:edited"": ""11/18/2008"", ""gnis:feature_id"": ""1391353"", ""gnis:feature_type"": ""Airport"", ""int_name"": ""KOROR"", ""loc_name"": ""Babelthuap Koror"", ""name:es"": ""Aeropuerto Internacional Roman Tmetuchl"", ""old_name"": ""Palau International Airport"", ""operator:type"": ""public"", ""vfr"": ""yes""}";Palau;PW
42.3728812, -122.873755;Rogue Valley International-Medford Airport;Rogue Valley International-Medford Airport;;MFR;KMFR;en:Rogue Valley International–Medford Airport;Q7359556;;;Jackson County;;https://www.openstreetmap.org/edit?node=224697662;Wikipedia,USGS GNIS;"{""addr:state"": ""OR"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Medford-Jackson County Airport"", ""closest_town"": ""Medford, Oregon"", ""ele"": ""406"", ""gnis:county_name"": ""Jackson"", ""gnis:created"": ""05/22/1986"", ""gnis:feature_id"": ""1131635"", ""gnis:feature_type"": ""Airport"", ""source_ref"": ""geonames.usgs.gov"", ""type"": ""public""}";United States of America;US
18.4293527, -69.6706373;Aeropuerto Internacional Las Américas;Las Américas International Airport;;SDQ;MDSD;es:Aeropuerto Internacional Las Américas;Q1062676;;;Aeropuertos Dominicanos Siglo XXI S.A. (Aerodom)with their international airport Operator, Vancouver Airport Services, Ltd. (YVRAS);;https://www.openstreetmap.org/edit?node=227276207;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""city_served"": ""Santo Domingo"", ""ele"": ""18"", ""importance"": ""national"", ""name:es"": ""Aeropuerto Internacional Las Am\u00e9ricas"", ""name:pl"": ""Port lotniczy Las Americas"", ""official_name"": ""Aeropuerto Internacional Las Am\u00e9ricas - Jos\u00e9 Francisco Pe\u00f1a G\u00f3mez"", ""owner"": ""Government"", ""ref"": ""SDQ""}";Dominican Rep.;DO
40.8563446, 25.9557999;"Διεθνές Αεροδρόμιο Αλεξανδρούπολης ""Δημόκριτος""";Alexandroupoli Democritus Airport;;AXD;LGAL;en:Alexandroupolis International Airport;Q1430762;;;;;https://www.openstreetmap.org/edit?node=228240686;ourairports.com;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""name:el"": ""\u0394\u03b9\u03b5\u03b8\u03bd\u03ad\u03c2 \u0391\u03b5\u03c1\u03bf\u03b4\u03c1\u03cc\u03bc\u03b9\u03bf \u0391\u03bb\u03b5\u03be\u03b1\u03bd\u03b4\u03c1\u03bf\u03cd\u03c0\u03bf\u03bb\u03b7\u03c2 \""\u0394\u03b7\u03bc\u03cc\u03ba\u03c1\u03b9\u03c4\u03bf\u03c2\"""", ""name:es"": ""Aeropuerto Internacional de Alejandr\u00f3polis \""Dem\u00f3crito\"""", ""name:mk"": ""\u041c\u0435\u0453\u0443\u043d\u0430\u0440\u043e\u0434\u0435\u043d \u0430\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u0414\u0435\u0434\u0435\u0433\u0435\u0430\u0447""}";Greece;GR
